      0.0000000000      0.0000000000      0.1566429089
      0.0000000000      0.0100000000      0.1566914511
      0.0000000000      0.0200000000      0.1568368469
      0.0000000000      0.0300000000      0.1570788079
      0.0000000000      0.0400000000      0.1574156039
      0.0000000000      0.0500000000      0.1578469467
      0.0000000000      0.0600000000      0.1583704743
      0.0000000000      0.0700000000      0.1589838248
      0.0000000000      0.0800000000      0.1596861349
      0.0000000000      0.0900000000      0.1604722245
      0.0000000000      0.1000000000      0.1613412305
      0.0000000000      0.1100000000      0.1622886763
      0.0000000000      0.1200000000      0.1633100857
      0.0000000000      0.1300000000      0.1644041122
      0.0000000000      0.1400000000      0.1655626775
      0.0000000000      0.1500000000      0.1667844352
      0.0000000000      0.1600000000      0.1680632209
      0.0000000000      0.1700000000      0.1693928703
      0.0000000000      0.1800000000      0.1707716856
      0.0000000000      0.1900000000      0.1721894793
      0.0000000000      0.2000000000      0.1736445534
      0.0000000000      0.2100000000      0.1751296554
      0.0000000000      0.2200000000      0.1766375329
      0.0000000000      0.2300000000      0.1781663019
      0.0000000000      0.2400000000      0.1797046594
      0.0000000000      0.2500000000      0.1812507217
      0.0000000000      0.2600000000      0.1827968560
      0.0000000000      0.2700000000      0.1843354294
      0.0000000000      0.2800000000      0.1858645564
      0.0000000000      0.2900000000      0.1873729233
      0.0000000000      0.3000000000      0.1888586447
      0.0000000000      0.3100000000      0.1903144546
      0.0000000000      0.3200000000      0.1917330870
      0.0000000000      0.3300000000      0.1931128395
      0.0000000000      0.3400000000      0.1944434968
      0.0000000000      0.3500000000      0.1957233565
      0.0000000000      0.3600000000      0.1969462327
      0.0000000000      0.3700000000      0.1981059394
      0.0000000000      0.3800000000      0.1992011244
      0.0000000000      0.3900000000      0.2002236750
      0.0000000000      0.4000000000      0.2011722389
      0.0000000000      0.4100000000      0.2020423188
      0.0000000000      0.4200000000      0.2028294175
      0.0000000000      0.4300000000      0.2035326663
      0.0000000000      0.4400000000      0.2041468536
      0.0000000000      0.4500000000      0.2046711108
      0.0000000000      0.4600000000      0.2051030724
      0.0000000000      0.4700000000      0.2054403732
      0.0000000000      0.4800000000      0.2056827138
      0.0000000000      0.4900000000      0.2058282977
      0.0000000000      0.5000000000      0.2058768257
      0.0000000000      0.5100000000      0.2058282977
      0.0000000000      0.5200000000      0.2056827138
      0.0000000000      0.5300000000      0.2054403732
      0.0000000000      0.5400000000      0.2051030724
      0.0000000000      0.5500000000      0.2046711108
      0.0000000000      0.5600000000      0.2041468536
      0.0000000000      0.5700000000      0.2035326663
      0.0000000000      0.5800000000      0.2028294175
      0.0000000000      0.5900000000      0.2020423188
      0.0000000000      0.6000000000      0.2011722389
      0.0000000000      0.6100000000      0.2002236750
      0.0000000000      0.6200000000      0.1992011244
      0.0000000000      0.6300000000      0.1981059394
      0.0000000000      0.6400000000      0.1969462327
      0.0000000000      0.6500000000      0.1957233565
      0.0000000000      0.6600000000      0.1944434968
      0.0000000000      0.6700000000      0.1931128395
      0.0000000000      0.6800000000      0.1917330870
      0.0000000000      0.6900000000      0.1903144546
      0.0000000000      0.7000000000      0.1888586447
      0.0000000000      0.7100000000      0.1873729233
      0.0000000000      0.7200000000      0.1858645564
      0.0000000000      0.7300000000      0.1843354294
      0.0000000000      0.7400000000      0.1827968560
      0.0000000000      0.7500000000      0.1812507217
      0.0000000000      0.7600000000      0.1797046594
      0.0000000000      0.7700000000      0.1781663019
      0.0000000000      0.7800000000      0.1766375329
      0.0000000000      0.7900000000      0.1751296554
      0.0000000000      0.8000000000      0.1736445534
      0.0000000000      0.8100000000      0.1721894793
      0.0000000000      0.8200000000      0.1707716856
      0.0000000000      0.8300000000      0.1693928703
      0.0000000000      0.8400000000      0.1680632209
      0.0000000000      0.8500000000      0.1667844352
      0.0000000000      0.8600000000      0.1655626775
      0.0000000000      0.8700000000      0.1644041122
      0.0000000000      0.8800000000      0.1633100857
      0.0000000000      0.8900000000      0.1622886763
      0.0000000000      0.9000000000      0.1613412305
      0.0000000000      0.9100000000      0.1604722245
      0.0000000000      0.9200000000      0.1596861349
      0.0000000000      0.9300000000      0.1589838248
      0.0000000000      0.9400000000      0.1583704743
      0.0000000000      0.9500000000      0.1578469467
      0.0000000000      0.9600000000      0.1574156039
      0.0000000000      0.9700000000      0.1570788079
      0.0000000000      0.9800000000      0.1568368469
      0.0000000000      0.9900000000      0.1566914511
      0.0000000000      1.0000000000      0.1566429089
      0.0100000000      0.0000000000      0.1566914511
      0.0100000000      0.0100000000      0.1567400072
      0.0100000000      0.0200000000      0.1568854446
      0.0100000000      0.0300000000      0.1571274749
      0.0100000000      0.0400000000      0.1574643674
      0.0100000000      0.0500000000      0.1578958337
      0.0100000000      0.0600000000      0.1584195112
      0.0100000000      0.0700000000      0.1590330374
      0.0100000000      0.0800000000      0.1597355486
      0.0100000000      0.0900000000      0.1605218635
      0.0100000000      0.1000000000      0.1613911182
      0.0100000000      0.1100000000      0.1623388354
      0.0100000000      0.1200000000      0.1633605373
      0.0100000000      0.1300000000      0.1644548772
      0.0100000000      0.1400000000      0.1656137742
      0.0100000000      0.1500000000      0.1668358817
      0.0100000000      0.1600000000      0.1681150336
      0.0100000000      0.1700000000      0.1694450638
      0.0100000000      0.1800000000      0.1708242739
      0.0100000000      0.1900000000      0.1722424735
      0.0100000000      0.2000000000      0.1736979642
      0.0100000000      0.2100000000      0.1751834915
      0.0100000000      0.2200000000      0.1766918006
      0.0100000000      0.2300000000      0.1782210073
      0.0100000000      0.2400000000      0.1797598052
      0.0100000000      0.2500000000      0.1813063101
      0.0100000000      0.2600000000      0.1828528870
      0.0100000000      0.2700000000      0.1843919008
      0.0100000000      0.2800000000      0.1859214655
      0.0100000000      0.2900000000      0.1874302642
      0.0100000000      0.3000000000      0.1889164108
      0.0100000000      0.3100000000      0.1903726374
      0.0100000000      0.3200000000      0.1917916758
      0.0100000000      0.3300000000      0.1931718232
      0.0100000000      0.3400000000      0.1945028614
      0.0100000000      0.3500000000      0.1957830874
      0.0100000000      0.3600000000      0.1970063135
      0.0100000000      0.3700000000      0.1981663520
      0.0100000000      0.3800000000      0.1992618505
      0.0100000000      0.3900000000      0.2002846937
      0.0100000000      0.4000000000      0.2012335290
      0.0100000000      0.4100000000      0.2021038579
      0.0100000000      0.4200000000      0.2028911818
      0.0100000000      0.4300000000      0.2035946319
      0.0100000000      0.4400000000      0.2042089949
      0.0100000000      0.4500000000      0.2047334021
      0.0100000000      0.4600000000      0.2051654873
      0.0100000000      0.4700000000      0.2055028847
      0.0100000000      0.4800000000      0.2057452945
      0.0100000000      0.4900000000      0.2058909202
      0.0100000000      0.5000000000      0.2059394620
      0.0100000000      0.5100000000      0.2058909202
      0.0100000000      0.5200000000      0.2057452945
      0.0100000000      0.5300000000      0.2055028847
      0.0100000000      0.5400000000      0.2051654873
      0.0100000000      0.5500000000      0.2047334021
      0.0100000000      0.5600000000      0.2042089949
      0.0100000000      0.5700000000      0.2035946319
      0.0100000000      0.5800000000      0.2028911818
      0.0100000000      0.5900000000      0.2021038579
      0.0100000000      0.6000000000      0.2012335290
      0.0100000000      0.6100000000      0.2002846937
      0.0100000000      0.6200000000      0.1992618505
      0.0100000000      0.6300000000      0.1981663520
      0.0100000000      0.6400000000      0.1970063135
      0.0100000000      0.6500000000      0.1957830874
      0.0100000000      0.6600000000      0.1945028614
